sample_id,precision,recall,rwp
437,0.0,0.0,0.9999999596654455
438,0.0,0.0,1.000000014556283
439,0.0,0.0,1.0000000285069806
440,0.0,0.0,0.9999999742004568
441,0.0,0.0,1.0000000271443394
442,0.0,0.0,0.9999999963609285
443,0.0,0.0,1.0000000090338623
444,0.0,0.0,1.0000000139275114
445,0.0,0.0,1.0000000013238455
446,0.0,0.0,0.999999980949985
447,0.0,0.0,0.7156397813762397
448,0.0,0.0,1.0000000267620701
449,0.0,0.0,0.9999999950292591
450,1.0,0.5,1.2348101979152761
451,0.0,0.0,1.00000000602134
452,0.0,0.0,0.9999999570021327
453,0.0,0.0,1.0000000211162023
454,0.0,0.0,0.9999999919414908
455,0.0,0.0,0.9999999783518271
456,0.0,0.0,1.0000000319156026
457,0.0,0.0,1.0000000200236254
458,0.0,0.0,0.9999999795323345
459,0.0,0.0,1.0000000327340501
460,0.0,0.0,1.0000000080127387
461,0.0,0.0,1.0000000092977428
462,0.0,0.0,1.0000000151140684
463,0.0,0.0,1.0000000017063793
464,0.0,0.0,0.9999999929777932
465,0.0,0.0,0.9999999690623675
466,0.0,0.0,0.9999999989748106
467,0.0,0.0,0.999999978775542
468,0.0,0.0,0.999999981803324
469,0.0,0.0,1.0000000108160971
470,0.0,0.0,1.0000000082925518
471,0.0,0.0,0.9999999973125455
472,0.0,0.0,0.9999999654089897
473,0.0,0.0,1.0000000175245747
474,0.0,0.0,1.0000000309012442
475,0.0,0.0,0.9999999818539568
476,0.0,0.0,1.0000000540883092
477,0.0,0.0,0.9999999622623128
478,0.0,0.0,1.000000009009646
479,0.0,0.0,1.0000000076080187
480,0.0,0.0,0.9999999937430402
481,0.0,0.0,0.9999999973846783
482,0.0,0.0,0.999999977508715
483,0.0,0.0,1.0000000054247644
484,0.0,0.0,0.34123907795906133
485,0.0,0.0,1.0000000072334998
486,0.0,0.0,1.0000000250668284
487,0.0,0.0,0.999999973335409
488,0.0,0.0,1.0000000107881808
489,0.0,0.0,1.0000000123620987
490,0.0,0.0,1.000000008934923
491,0.0,0.0,0.9999999975227476
492,0.0,0.0,1.0000000150982746
493,1.0,0.3333333333333333,0.39093001621653667
494,0.0,0.0,1.0000000078028328
495,0.0,0.0,0.9999999684720952
496,0.0,0.0,0.9999999706841812
497,0.0,0.0,0.9999999841168619
498,0.0,0.0,0.9999999930382947
499,0.0,0.0,1.000000011277413
